id,forum,url,title,author,content_preview,comments_count,created_at,rating
data=!3m1!4b1!4m6!3m5!1s0x34693d0c4103ab6f:0xa7dbeeebebc27a1e!8m2!3d24.1352413!4d120.67519!16s%2Fg%2F11b6q7y55k?entry=ttu&g_ep=EgoyMDI2MDcyMi4wIKXMDSoASAFQAw%3D%3D,google_maps,"https://www.google.com/maps/place/%E4%B8%89%E5%AA%BD%E8%87%AD%E8%87%AD%E9%8D%8B+%E5%8F%B0%E4%B8%AD%E6%BC%94%E6%AD%A6%E5%BA%97/@24.1352462,120.6726151,17z/data=!3m1!4b1!4m6!3m5!1s0x34693d0c4103ab6f:0xa7dbeeebebc27a1e!8m2!3d24.1352413!4d120.67519!16s%2Fg%2F11b6q7y55k?entry=ttu&g_ep=EgoyMDI2MDcyMi4wIKXMDSoASAFQAw%3D%3D",Google 地圖,Google Maps,Google Maps Place,0,2026-07-25 07:05:16.757645+00:00,
